id,name,now_cost,position,team,goals_conceded,points_per_game_rank,selected_rank_type,starts_per_90,penalties_saved,creativity_rank,chance_of_playing_next_round,penalties_order,bonus,transfers_out_event,bps,expected_goals_conceded_per_90,red_cards,influence_rank,expected_assists,threat_rank_type,region,now_cost_rank_type,points_per_game,now_cost_rank,clean_sheets,influence,yellow_cards,points_per_game_rank_type,total_points,expected_goals,creativity,own_goals,creativity_rank_type,expected_goals_per_90,news,expected_goal_involvements,cost_change_event,cost_change_start,threat_rank,transfers_in,expected_goal_involvements_per_90,status,ep_next,penalties_missed,saves_per_90,selected_by_percent,minutes,transfers_in_event,dreamteam_count,expected_goals_conceded,clean_sheets_per_90,ict_index_rank,form,ep_this,selected_rank,saves,in_dreamteam,form_rank_type,direct_freekicks_order,news_added,ict_index,cost_change_start_fall,starts,web_name,value_form,event_points,transfers_out,expected_assists_per_90,cost_change_event_fall,goals_scored,chance_of_playing_this_round,ict_index_rank_type,corners_and_indirect_freekicks_order,influence_rank_type,assists,threat,goals_conceded_per_90,value_season,form_rank
41,Samuel Iling-Junior,54,MID,Aston Villa,0,641,235,0.0,0,638,0.0,,0,421,0,0.0,0,638,0.00,287,,97,0.0,159,0,0.0,0,294,0,0.00,0.0,0,293,0.0,Season long loan to Bologna,0.00,0,-1,629,342,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,641,0.0,0.0,558,0,False,292,,2024-08-29T11:07:04.555253Z,0.0,1,0,Iling Jr,0.0,0,5728,0.0,0,0,0.0,294,,292,0,0.0,0.0,0.0,639
42,Boubacar Kamara,50,MID,Aston Villa,0,618,293,0.0,0,614,25.0,,0,40,0,0.0,0,612,0.00,266,73.0,142,0.0,223,0,0.0,0,280,0,0.00,0.0,0,279,0.0,Lack of match fitness - 25% chance of playing,0.00,0,0,595,156,0.0,d,0.0,0,0.0,0.0,0,32,0,0.00,0.0,616,0.0,0.0,646,0,False,277,,2024-07-17T13:30:04.954579Z,0.0,0,0,Kamara,0.0,0,249,0.0,0,0,50.0,280,,277,0,0.0,0.0,0.0,612
43,Kaine Kesler-Hayden,40,DEF,Aston Villa,0,446,201,0.0,0,423,0.0,,0,83,0,0.0,0,437,0.00,125,,190,0.0,629,0,0.0,0,146,0,0.00,0.0,0,147,0.0,Has joined Preston North End for the rest of the season,0.00,0,0,364,0,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,443,0.0,0.0,603,0,False,142,,2024-08-09T11:14:21.895838Z,0.0,0,0,Kesler-Hayden,0.0,0,1136,0.0,0,0,0.0,148,,148,0,0.0,0.0,0.0,427
44,Ezri Konsa Ngoyo,45,DEF,Aston Villa,6,228,10,1.0,0,171,,,0,46556,42,1.17,0,124,0.03,54,241.0,64,1.5,379,0,60.6,0,67,6,0.07,23.3,0,40,0.02,,0.10,0,0,201,452011,0.03,a,1.3,0,0.0,13.0,360,31107,0,4.68,0.0,173,1.3,1.3,32,0,False,59,,,9.5,0,4,Konsa,0.3,1,370100,0.01,0,0,,48,,44,0,11.0,1.5,1.3,194
45,Ian Maatsen,49,DEF,Aston Villa,1,332,45,0.0,0,58,,,0,20102,16,2.5,0,265,0.53,79,152.0,36,1.0,314,0,18.6,0,112,4,0.01,61.6,0,10,0.01,,0.54,0,-1,253,42882,0.78,a,1.0,0,0.0,2.4,62,4456,0,1.72,0.0,182,1.0,1.0,117,0,False,81,,,8.6,1,0,Maatsen,0.2,1,168428,0.77,0,0,,54,,96,0,6.0,1.45,0.8,247
46,Filip Marschall,40,GKP,Aston Villa,0,442,68,0.0,0,419,0.0,,0,4,0,0.0,0,433,0.00,23,,62,0.0,625,0,0.0,0,49,0,0.00,0.0,0,28,0.0,Has joined MK Dons for the rest of the season,0.00,0,0,360,0,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,439,0.0,0.0,656,0,False,47,,2024-07-18T09:50:40.812599Z,0.0,0,0,Marschall,0.0,0,44,0.0,0,0,0.0,49,,49,0,0.0,0.0,0.0,423
47,Emiliano Martínez Romero,50,GKP,Aston Villa,6,237,6,1.0,0,607,,,0,62548,30,1.17,0,114,0.00,63,10.0,7,1.5,192,0,63.8,1,25,6,0.00,0.0,0,64,0.0,,0.00,0,0,585,386153,0.0,a,1.0,0,1.75,13.1,360,45222,0,4.68,0.0,241,1.0,1.0,30,7,False,22,,,6.4,0,4,Martinez,0.2,0,385500,0.0,0,0,,19,,18,0,0.0,1.5,1.2,251
48,John McGinn,54,MID,Aston Villa,4,189,50,1.18,0,130,,,0,11915,41,0.86,0,297,0.35,70,243.0,84,2.0,141,1,12.2,1,91,8,0.48,35.3,0,93,0.14,,0.83,0,-1,121,41257,0.24,a,2.0,0,0.0,1.7,304,5136,0,2.90,0.3,191,2.0,2.0,156,0,False,73,3.0,,8.1,1,4,McGinn,0.4,2,94830,0.1,0,0,,100,,142,0,34.0,1.18,1.5,154
49,Tyrone Mings,44,DEF,Aston Villa,0,482,183,0.0,0,459,25.0,,0,319,0,0.0,0,473,0.00,159,241.0,121,0.0,524,0,0.0,0,173,0,0.00,0.0,0,173,0.0,Lack of match fitness - 25% chance of playing,0.00,0,-1,409,722,0.0,d,0.0,0,0.0,0.0,0,148,0,0.00,0.0,479,0.0,0.0,522,0,False,173,,2024-08-05T15:00:04.309727Z,0.0,1,0,Mings,0.0,0,4258,0.0,0,0,50.0,175,,175,0,0.0,0.0,0.0,467
50,Kosta Nedeljković,40,DEF,Aston Villa,2,281,53,0.0,0,279,,,0,15479,13,1.78,0,249,0.02,145,190.0,212,1.0,656,0,22.2,0,88,3,0.00,6.3,0,87,0.0,,0.02,0,0,389,225616,0.02,a,0.7,0,0.0,1.9,93,3996,0,1.84,0.0,303,0.7,0.7,143,0,False,88,,,2.9,0,0,Nedeljkovic,0.2,0,87156,0.02,0,0,,100,,93,0,0.0,1.94,0.8,276
51,Robin Olsen,45,GKP,Aston Villa,0,514,61,0.0,0,501,100.0,,0,585,0,0.0,0,505,0.00,52,206.0,18,0.0,366,0,0.0,0,67,0,0.00,0.0,0,56,0.0,,0.00,0,0,456,1966,0.0,a,0.0,0,0.0,0.1,0,424,0,0.00,0.0,511,0.0,0.0,444,0,False,66,,2024-08-12T14:30:04.425331Z,0.0,0,0,Olsen,0.0,0,3686,0.0,0,0,100.0,67,,67,0,0.0,0.0,0.0,501
52,Pau Torres,45,DEF,Aston Villa,6,230,46,1.0,0,194,,,0,10036,34,1.17,0,115,0.06,196,200.0,88,1.5,411,0,63.6,0,69,6,0.00,17.8,0,50,0.0,,0.06,0,0,479,157998,0.02,a,1.3,0,0.0,2.3,360,8512,0,4.68,0.0,190,1.3,1.3,122,0,False,63,,,8.1,0,4,Pau,0.3,1,72110,0.02,0,0,,59,,40,0,0.0,1.5,1.3,198
53,Jacob Ramsey,55,MID,Aston Villa,5,161,90,0.49,0,97,,,0,3043,45,1.35,0,198,0.76,38,241.0,71,2.2,117,0,39.8,0,74,9,0.41,43.9,0,72,0.2,,1.17,0,0,63,24467,0.57,a,1.7,0,0.0,0.4,184,5723,0,2.75,0.0,101,1.7,1.7,268,0,False,92,,,14.2,0,1,Ramsey,0.3,2,18885,0.37,0,0,,60,,78,1,57.0,2.45,1.6,182
54,Morgan Rogers,51,MID,Aston Villa,6,187,8,1.0,0,45,,,0,64267,42,1.17,0,122,0.39,16,241.0,116,2.0,184,0,60.8,0,89,8,0.55,74.2,0,38,0.14,,0.94,0,1,29,1099732,0.24,a,2.0,0,0.0,15.8,360,67535,0,4.68,0.0,43,2.0,2.0,21,0,False,70,,,22.2,-1,4,Rogers,0.4,2,347727,0.1,0,0,,29,,44,0,86.0,1.5,1.6,151
55,Viljami Sinisalo,40,GKP,Aston Villa,0,435,69,0.0,0,412,0.0,,0,1,0,0.0,0,426,0.00,18,,57,0.0,616,0,0.0,0,44,0,0.00,0.0,0,23,0.0,Permanent transfer to Celtic,0.00,0,0,353,0,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,432,0.0,0.0,657,0,False,42,,2024-07-18T09:43:21.242291Z,0.0,0,0,Sinisalo,0.0,0,37,0.0,0,0,0.0,44,,44,0,0.0,0.0,0.0,416
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0,459,162,0.0,0,435,0.0,,0,724,0,0.0,0,449,0.00,134,,201,0.0,644,0,0.0,0,155,0,0.00,0.0,0,155,0.0,Loaned to  Bristol Rovers,0.00,0,0,377,0,0.0,u,0.0,0,0.0,0.1,0,0,0,0.00,0.0,455,0.0,0.0,438,0,False,151,,2024-08-16T11:50:34.812830Z,0.0,0,0,Sousa,0.0,0,13467,0.0,0,0,0.0,156,,156,0,0.0,0.0,0.0,440
57,Youri Tielemans,55,MID,Aston Villa,6,111,57,1.0,0,17,,,2,9737,78,1.17,0,49,1.00,120,21.0,67,3.0,111,0,90.6,1,46,12,0.18,125.4,0,15,0.04,,1.18,0,0,211,101568,0.29,a,1.7,0,0.0,1.3,360,14512,0,4.68,0.0,41,1.7,1.7,178,0,False,91,,,22.6,0,4,Tielemans,0.3,2,60530,0.25,0,0,,28,2.0,18,1,10.0,1.5,2.2,180
58,Ollie Watkins,89,FWD,Aston Villa,3,24,4,1.34,0,87,100.0,2.0,3,75652,66,0.88,0,54,0.08,5,241.0,2,5.5,8,2,86.6,0,7,22,2.76,48.9,0,7,0.93,,2.84,0,-1,11,868699,0.96,a,6.7,0,0.0,26.4,268,403004,1,2.62,0.67,28,6.7,6.7,12,0,False,3,,2024-09-04T10:00:05.026467Z,27.7,1,4,Watkins,0.8,13,1650768,0.03,0,2,100.0,8,,8,1,142.0,1.01,2.5,12
233,Amadou Onana,51,MID,Aston Villa,4,26,12,1.33,0,153,,,5,57879,72,1.26,0,57,0.08,21,21.0,117,5.2,185,1,85.2,2,12,21,1.11,28.6,0,103,0.37,,1.19,0,1,37,1215358,0.4,a,3.7,0,0.0,12.0,271,138891,0,3.79,0.33,58,3.7,3.7,35,0,False,30,,,19.7,-1,4,Onana,0.7,1,240866,0.03,0,2,,37,,21,0,82.0,1.33,4.1,70
569,Jaden Philogene,53,MID,Aston Villa,0,400,205,0.0,0,330,0.0,,0,269,6,6.09,0,380,0.01,153,241.0,114,0.5,180,0,1.0,1,206,1,0.07,1.5,0,183,0.37,Knock - Unknown return date,0.08,-1,-2,274,808,0.42,i,0.0,0,0.0,0.1,17,122,0,1.15,0.0,370,0.3,0.2,515,0,False,186,,2024-09-20T15:30:05.774450Z,0.6,2,0,Jaden,0.1,1,4830,0.05,1,0,75.0,187,,192,0,4.0,0.0,0.2,366
598,Lamare Bogarde,40,DEF,Aston Villa,3,280,98,1.07,0,217,,,0,2177,6,0.7,0,225,0.08,136,152.0,203,1.0,646,0,28.8,1,87,2,0.00,15.5,0,61,0.0,,0.08,0,0,379,34641,0.04,a,0.7,0,0.0,0.4,168,9208,0,1.30,0.0,275,0.7,0.7,276,0,False,87,,,4.4,0,2,Bogarde,0.2,1,11635,0.04,0,0,,91,,86,0,0.0,1.61,0.5,275
640,Sil Swinkels,40,DEF,Aston Villa,0,458,186,0.0,0,434,,,0,380,0,0.0,0,448,0.00,133,152.0,200,0.0,643,0,0.0,0,154,0,0.00,0.0,0,154,0.0,,0.00,0,0,376,2996,0.0,a,0.0,0,0.0,0.0,0,691,0,0.00,0.0,454,0.0,0.0,532,0,False,150,,,0.0,0,0,Swinkels,0.0,0,820,0.0,0,0,,155,,155,0,0.0,0.0,0.0,439
641,Oliwier Zych,40,GKP,Aston Villa,0,461,43,0.0,0,437,,,0,1647,0,0.0,0,451,0.00,30,172.0,69,0.0,647,0,0.0,0,56,0,0.00,0.0,0,35,0.0,,0.00,0,0,380,26700,0.0,a,0.0,0,0.0,0.3,0,6775,0,0.00,0.0,457,0.0,0.0,296,0,False,54,,,0.0,0,0,Zych,0.0,0,4131,0.0,0,0,,56,,56,0,0.0,0.0,0.0,442
656,Kadan Young,45,MID,Aston Villa,0,571,146,0.0,0,564,,,0,1796,0,0.0,0,564,0.00,228,241.0,285,0.0,482,0,0.0,0,251,0,0.00,0.0,0,251,0.0,,0.00,0,0,531,11779,0.0,a,1.1,0,0.0,0.1,0,11779,0,0.00,0.0,569,0.0,1.1,415,0,False,245,,,0.0,0,0,Young,0.0,0,1796,0.0,0,0,,250,,246,0,0.0,0.0,0.0,562
59,Max Aarons,44,DEF,Bournemouth,0,497,126,0.0,0,477,,,0,1199,0,0.0,0,488,0.00,174,241.0,141,0.0,548,0,0.0,0,187,0,0.00,0.0,0,187,0.0,,0.00,0,-1,428,4864,0.0,a,-0.5,0,0.0,0.2,0,363,0,0.00,0.0,494,0.0,0.0,357,0,False,187,,,0.0,1,0,Aarons,0.0,0,11600,0.0,0,0,,189,,189,0,0.0,0.0,0.0,482
60,Tyler Adams,50,MID,Bournemouth,0,615,282,0.0,0,611,0.0,,0,49,0,0.0,0,610,0.00,263,229.0,130,0.0,206,0,0.0,0,278,0,0.00,0.0,0,278,0.0,Back injury - Unknown return date,0.00,0,0,590,228,0.0,i,0.0,0,0.0,0.0,0,36,0,0.00,0.0,614,0.0,0.0,633,0,False,275,,2024-07-21T20:00:04.554690Z,0.0,0,0,Adams,0.0,0,535,0.0,0,0,0.0,279,,276,0,0.0,0.0,0.0,609
61,Jaidon Anthony,45,MID,Bournemouth,0,532,115,0.0,0,523,0.0,,0,3148,0,0.0,0,524,0.00,191,,241,0.0,421,0,0.0,0,217,0,0.00,0.0,0,217,0.0,Season long loan to Burnley,0.00,0,0,485,8381,0.0,u,0.0,0,0.0,0.3,0,0,0,0.00,0.0,529,0.0,0.0,334,0,False,208,,2024-08-30T09:46:29.420148Z,0.0,0,0,Anthony,0.0,0,29831,0.0,0,0,0.0,215,,211,0,0.0,0.0,0.0,520
62,David Brooks,49,MID,Bournemouth,0,595,274,0.0,0,587,100.0,,0,68,0,0.0,0,589,0.00,247,244.0,182,0.0,280,0,0.0,0,266,0,0.00,0.0,0,266,0.0,,0.00,0,-1,562,382,0.0,a,-0.5,0,0.0,0.0,0,216,0,0.00,0.0,593,0.0,0.0,619,0,False,261,,2024-08-12T14:30:04.440536Z,0.0,1,0,Brooks,0.0,0,708,0.0,0,0,100.0,266,,263,0,0.0,0.0,0.0,587
63,Ryan Christie,49,MID,Bournemouth,2,202,122,1.22,0,50,,,0,1598,34,1.1,0,213,0.12,108,243.0,188,1.8,287,2,34.6,2,98,7,0.08,68.3,0,41,0.03,,0.20,0,-1,180,9623,0.08,a,1.5,0,0.0,0.2,222,968,0,2.71,0.81,131,2.0,2.0,352,0,False,62,,,11.8,1,3,Christie,0.4,2,11759,0.05,0,0,,74,4.0,88,0,15.0,0.81,1.4,143
64,Lewis Cook,50,MID,Bournemouth,5,124,150,1.02,0,60,,,0,970,63,1.38,0,65,0.54,55,241.0,123,2.8,197,0,80.4,2,53,11,0.23,59.1,0,48,0.06,,0.77,0,0,91,7240,0.2,a,2.8,0,0.0,0.1,353,1012,0,5.40,0.0,69,3.3,3.3,423,0,False,33,,,18.3,0,4,Cook,0.7,1,4915,0.14,0,1,,44,1.0,26,0,44.0,1.27,2.2,82
65,Enes Ünal,54,FWD,Bournemouth,1,354,68,0.0,0,262,100.0,,0,172,7,3.86,0,331,0.04,30,219.0,40,1.0,145,0,7.2,0,33,1,0.08,10.3,0,27,1.03,,0.12,0,-1,150,1007,1.54,a,-0.2,0,0.0,0.0,7,490,0,0.30,0.0,282,0.3,0.2,578,0,False,36,,2024-08-12T14:30:04.450058Z,4.2,1,0,Enes Ünal,0.1,1,2396,0.51,0,0,75.0,28,,28,0,24.0,12.86,0.2,368
66,Romain Faivre,50,MID,Bournemouth,0,622,277,0.0,0,618,0.0,,0,62,0,0.0,0,616,0.00,271,,153,0.0,237,0,0.0,0,283,0,0.00,0.0,0,282,0.0,Loaned to Brest,0.00,0,0,601,23,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,620,0.0,0.0,625,0,False,280,,2024-08-20T12:15:06.505689Z,0.0,0,0,Faivre,0.0,0,1243,0.0,0,0,0.0,283,,280,0,0.0,0.0,0.0,616
67,Hamed Traorè,45,MID,Bournemouth,0,530,155,0.0,0,521,0.0,,0,1226,0,0.0,0,522,0.00,189,,239,0.0,414,0,0.0,0,215,0,0.00,0.0,0,215,0.0,Season long loan to A.J.Auxerre,0.00,0,0,482,3525,0.0,u,0.0,0,0.0,0.1,0,0,0,0.00,0.0,527,0.0,0.0,434,0,False,206,,2024-08-29T11:07:43.785266Z,0.0,0,0,H.Traorè,0.0,0,13042,0.0,0,0,0.0,213,,209,0,0.0,0.0,0.0,518
68,James Hill,40,DEF,Bournemouth,0,445,101,0.0,0,422,,,0,1537,0,0.0,0,436,0.00,124,241.0,189,0.0,628,0,0.0,0,145,0,0.00,0.0,0,146,0.0,,0.00,0,0,363,10585,0.0,a,-0.5,0,0.0,0.4,0,1102,0,0.00,0.0,442,0.0,0.0,282,0,False,141,,,0.0,0,0,Hill,0.0,0,12687,0.0,0,0,,147,,147,0,0.0,0.0,0.0,426
69,Daniel Jebbison,45,FWD,Bournemouth,0,311,18,0.0,0,260,0.0,,0,33846,7,1.18,0,358,0.00,36,,68,1.0,474,0,3.2,0,29,2,0.00,10.6,0,26,0.0,Loaned to Watford,0.00,0,0,288,380085,0.0,u,0.0,0,0.0,2.8,26,0,0,0.34,0.0,343,0.3,0.0,111,0,False,35,,2024-08-31T06:32:40.630710Z,1.6,0,0,Jebbison,0.1,0,289983,0.0,0,0,0.0,35,,31,0,2.0,0.0,0.4,342
70,Milos Kerkez,45,DEF,Bournemouth,5,232,97,1.07,0,127,,,0,2197,21,1.45,0,167,0.08,55,98.0,105,1.5,483,0,44.4,1,70,6,0.08,35.5,0,23,0.02,,0.16,0,0,202,10819,0.04,a,1.2,0,0.0,0.4,335,1490,0,5.40,0.0,175,1.7,1.7,273,0,False,52,,,9.2,0,4,Kerkez,0.4,2,17878,0.02,0,0,,49,,68,0,11.0,1.34,1.3,167
71,Justin Kluivert,54,MID,Bournemouth,2,139,100,1.03,0,37,,2.0,0,2485,31,1.14,0,158,0.44,31,152.0,93,2.5,154,2,47.4,2,59,10,0.43,81.0,0,31,0.15,,0.87,0,-1,54,10590,0.3,a,2.8,0,0.0,0.3,261,1687,0,3.31,0.69,60,3.3,3.3,301,0,False,36,4.0,,19.6,1,3,Kluivert,0.6,2,22295,0.15,0,0,,39,,58,1,67.0,0.69,1.9,85
72,Chris Mepham,44,DEF,Bournemouth,0,495,184,0.0,0,472,0.0,,0,538,0,0.0,0,486,0.00,172,,137,0.0,541,0,0.0,0,185,0,0.00,0.0,0,185,0.0,On loan to Sunderland for the season,0.00,0,-1,423,287,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,492,0.0,0.0,526,0,False,185,,2024-09-01T09:10:00.945219Z,0.0,1,0,Mepham,0.0,0,4347,0.0,0,0,0.0,187,,187,0,0.0,0.0,0.0,480
74,Dango Ouattara,50,MID,Bournemouth,2,146,254,0.82,0,101,50.0,,0,558,36,1.89,0,183,0.79,95,35.0,167,2.3,259,0,41.4,0,66,7,0.48,42.4,0,75,0.39,Ankle injury - 50% chance of playing,1.27,0,0,153,1036,1.04,d,0.6,0,0.0,0.0,110,19,0,2.31,0.0,153,1.7,0.0,584,0,False,89,,2024-09-13T18:00:06.517398Z,10.6,0,1,O.Dango,0.3,0,1879,0.65,0,0,0.0,83,,67,1,22.0,1.64,1.4,177
75,Alex Paulsen,40,GKP,Bournemouth,0,451,66,0.0,0,428,0.0,,0,122,0,0.0,0,442,0.00,28,,67,0.0,635,0,0.0,0,54,0,0.00,0.0,0,33,0.0,Loaned to Auckland FC,0.00,0,0,369,0,0.0,u,0.0,0,0.0,0.0,0,0,0,0.00,0.0,448,0.0,0.0,550,0,False,52,,2024-08-10T12:14:13.050842Z,0.0,0,0,Paulsen,0.0,0,1435,0.0,0,0,0.0,54,,54,0,0.0,0.0,0.0,432
76,Philip Billing,48,MID,Bournemouth,1,315,195,0.0,0,287,100.0,,0,457,5,2.49,0,345,0.09,150,58.0,221,1.0,331,0,5.2,0,151,2,0.00,4.7,0,165,0.0,,0.09,0,-2,270,2135,0.39,a,-0.2,0,0.0,0.1,21,1172,0,0.58,0.0,348,0.3,0.3,501,0,False,168,1.0,2024-08-29T09:30:04.570455Z,1.4,2,0,Philip,0.1,1,4283,0.39,0,0,100.0,172,,173,0,4.0,4.29,0.4,345
77,Alex Scott,49,MID,Bournemouth,3,267,210,0.67,0,211,,,0,305,23,1.99,0,181,0.03,174,241.0,218,1.2,328,0,41.6,0,137,5,0.02,15.8,0,133,0.01,,0.05,0,-1,312,1210,0.03,a,0.5,0,0.0,0.0,134,143,0,2.96,0.0,248,1.0,1.0,520,0,False,123,3.0,,5.9,1,1,Scott,0.2,1,2526,0.02,0,0,,120,3.0,65,0,1.0,2.01,1.0,248
78,Antoine Semenyo,56,MID,Bournemouth,5,34,20,1.0,0,62,,,1,44148,72,1.42,0,27,1.33,4,81.0,64,5.0,104,0,105.4,2,14,20,1.31,58.7,0,49,0.33,,2.64,0,1,6,689140,0.66,a,3.5,0,0.0,6.1,360,61623,0,5.66,0.0,15,4.0,4.0,65,0,False,26,,,32.4,-1,4,Semenyo,0.7,1,227973,0.33,0,2,,12,,11,1,163.0,1.25,3.6,60
79,Marcos Senesi,49,DEF,Bournemouth,4,328,82,1.05,0,148,,,0,4489,16,1.5,0,81,0.09,78,10.0,33,1.0,302,0,74.0,2,111,3,0.00,30.9,0,34,0.0,,0.09,0,-1,251,11437,0.03,a,0.5,0,0.0,0.6,256,997,0,4.28,0.0,143,1.0,1.0,228,0,False,80,,,11.2,1,3,Senesi,0.2,1,46280,0.03,0,0,,40,,26,0,6.0,1.41,0.6,246
80,Luis Sinisterra,50,MID,Bournemouth,3,82,83,0.7,0,110,,,2,5306,55,1.85,0,93,0.31,19,48.0,141,3.8,221,0,70.2,0,32,15,0.65,40.7,0,80,0.46,,0.96,0,0,34,49540,0.68,a,3.8,0,0.0,0.5,128,5323,1,2.63,0.0,62,4.3,4.3,250,0,False,21,,,19.5,0,1,Sinisterra,0.9,1,23311,0.22,0,1,,41,,33,1,83.0,2.11,3.0,49
81,Adam Smith,45,DEF,Bournemouth,1,153,140,1.18,0,225,,,0,685,35,0.96,0,236,0.01,185,241.0,50,2.2,349,1,25.6,1,46,9,0.00,14.9,0,65,0.0,,0.01,0,0,445,3815,0.01,a,1.8,0,0.0,0.2,153,1229,0,1.63,0.59,286,2.3,2.3,379,0,False,39,,,4.0,0,2,Smith,0.5,5,6162,0.01,0,0,,94,,89,0,0.0,0.59,2.0,122
83,Marcus Tavernier,55,MID,Bournemouth,4,71,96,1.04,0,8,,,2,3412,61,1.38,0,46,0.64,3,241.0,69,4.0,114,1,92.4,0,26,16,2.02,155.7,0,7,0.53,,2.66,0,0,4,30907,0.7,a,4.2,0,0.0,0.3,346,6859,0,5.31,0.26,6,4.7,4.7,293,0,False,17,2.0,,41.6,0,4,Tavernier,0.9,3,19170,0.17,0,1,,5,2.0,16,0,167.0,1.04,2.9,38
84,Mark Travers,44,GKP,Bournemouth,1,164,59,1.0,0,474,,,0,598,8,0.78,0,286,0.00,39,104.0,32,2.0,544,0,14.4,0,20,2,0.00,0.0,0,43,0.0,,0.00,-1,-1,425,1998,0.0,a,0.2,0,2.0,0.1,90,521,0,0.78,0.0,347,0.7,0.7,401,2,False,23,,,1.4,1,1,Travers,0.2,2,5504,0.0,1,0,,27,,27,0,0.0,1.0,0.5,279
85,Illia Zabarnyi,45,DEF,Bournemouth,5,199,104,1.0,0,245,,,0,1986,36,1.42,0,118,0.04,56,225.0,100,1.8,440,0,61.8,0,60,7,0.19,12.4,0,73,0.05,,0.23,0,0,205,10136,0.06,a,1.2,0,0.0,0.4,360,584,0,5.66,0.0,188,1.7,1.7,287,0,False,51,,,8.4,0,4,Zabarnyi,0.4,2,16568,0.01,0,0,,58,,42,0,10.0,1.25,1.6,166
152,Kepa Arrizabalaga,45,GKP,Bournemouth,2,102,39,1.0,0,500,100.0,,0,2504,12,1.97,0,170,0.00,51,200.0,17,3.0,363,0,44.0,0,13,3,0.00,0.0,0,55,0.0,,0.00,0,0,455,34554,0.0,a,0.5,0,6.0,0.5,90,2806,0,1.97,0.0,276,1.0,0.0,258,6,False,21,,2024-09-05T11:30:06.382154Z,4.4,0,1,Arrizabalaga,0.2,0,27144,0.0,0,0,0.0,23,,23,0,0.0,2.0,0.7,230
580,Dean Huijsen,45,DEF,Bournemouth,1,233,160,0.87,0,257,,,0,673,13,1.21,0,221,0.01,202,200.0,106,1.5,490,0,32.0,0,71,3,0.00,10.9,0,80,0.0,,0.01,0,0,537,2006,0.01,a,-0.2,0,0.0,0.1,103,78,0,1.38,0.0,279,0.3,0.3,436,0,False,117,,,4.3,0,1,Huijsen,0.1,0,4489,0.01,0,0,,92,,84,0,0.0,0.87,0.7,343
592,Julián Araujo Zúñiga,45,DEF,Bournemouth,4,264,125,0.89,0,288,,,0,1156,7,1.8,0,262,0.02,95,139.0,91,1.2,417,0,18.8,0,79,5,0.00,4.4,0,89,0.0,,0.02,0,0,284,6296,0.01,a,0.8,0,0.0,0.2,203,416,0,4.05,0.0,315,1.3,1.3,350,0,False,64,,,2.6,0,2,J.Araujo,0.3,1,8549,0.01,0,0,,103,,95,0,2.0,1.77,1.1,199
599,Will Dennis,40,GKP,Bournemouth,0,440,40,0.0,0,417,,,0,946,0,0.0,0,431,0.00,22,241.0,61,0.0,621,0,0.0,0,48,0,0.00,0.0,0,27,0.0,,0.00,0,0,358,18601,0.0,a,-0.5,0,0.0,0.4,0,1282,0,0.00,0.0,437,0.0,0.0,278,0,False,46,,,0.0,0,0,Dennis,0.0,0,8264,0.0,0,0,,48,,48,0,0.0,0.0,0.0,421
617,Francisco Evanilson de Lima Barbosa,59,FWD,Bournemouth,2,255,52,1.34,0,216,,1.0,0,5437,10,1.23,0,287,0.15,16,30.0,26,1.3,91,2,14.4,0,26,4,1.86,15.6,0,21,0.83,,2.01,-1,-1,41,47846,0.9,a,0.8,1,0.0,0.3,202,3998,0,2.77,0.89,157,1.3,1.3,329,0,False,22,,,10.5,1,3,Evanilson,0.2,0,27327,0.07,1,0,,21,,23,0,77.0,0.89,0.7,217
86,Kristoffer Ajer,45,DEF,Brentford,5,261,105,1.25,0,184,100.0,,0,1587,14,1.8,0,218,0.03,17,161.0,63,1.2,377,0,32.6,0,76,5,0.28,19.2,0,46,0.09,,0.31,0,0,101,17704,0.1,a,1.0,0,0.0,0.4,289,1110,0,5.77,0.0,178,1.0,0.0,289,0,False,70,,2024-08-31T21:00:04.615939Z,9.1,0,4,Ajer,0.2,1,22505,0.01,0,0,100.0,51,,82,0,39.0,1.56,1.1,231
87,Ethan Brierley,45,MID,Brentford,0,553,163,0.0,0,546,100.0,,0,733,0,0.0,0,545,0.00,209,,261,0.0,456,0,0.0,0,234,0,0.00,0.0,0,234,0.0,,0.00,0,0,511,5968,0.0,a,0.0,0,0.0,0.1,0,745,0,0.00,0.0,550,0.0,-1.0,450,0,False,225,,2024-09-10T11:15:13.439596Z,0.0,0,0,Brierley,0.0,0,4844,0.0,0,0,100.0,232,,228,0,0.0,0.0,0.0,541
88,Nathan Collins,45,DEF,Brentford,6,105,70,1.0,0,312,,,1,8060,57,1.89,0,8,0.01,1,104.0,90,3.0,416,0,136.2,1,33,12,0.53,2.3,0,99,0.13,,0.54,0,0,32,106818,0.13,a,2.0,0,0.0,1.1,360,6437,0,7.56,0.0,42,2.0,1.0,190,0,False,49,,,22.3,0,4,Collins,0.4,0,53099,0.0,0,0,,5,,1,2,84.0,1.5,2.7,141
